family,scope,sample,video,size,layer,head,frame,grid_shape,map_id,entropy_mean,entropy_std,row_argmax_unique_fraction,col_mass_gini,top1_col_mass_fraction,top2_col_mass_fraction,top4_col_mass_fraction,sink2_cols,sink4_cols,local_radius1_mass,local_radius2_mass,top1_per_row_mass_mean,top2_per_row_mass_mean,top4_per_row_mass_mean,effective_rank,effective_rank_fraction,sink2_matrix_error,local1_matrix_error,row_top4_matrix_error,union_sink_local_top4_matrix_error,drop_sink2_matrix_error,drop_local1_matrix_error,drop_row_top4_matrix_error,drop_union_sink_local_top4_matrix_error,sink2_output_error,local1_output_error,row_top4_output_error,union_sink_local_top4_output_error,drop_sink2_output_error,drop_local1_output_error,drop_row_top4_output_error,drop_union_sink_local_top4_output_error,sink2_raw_component_norm_ratio,local1_raw_component_norm_ratio,row_top4_raw_component_norm_ratio,union_raw_component_norm_ratio,base_output_norm,value_norm,sink2_random_v_output_error,local1_random_v_output_error,row_top4_random_v_output_error,union_random_v_output_error,sink2_permuted_v_output_error,local1_permuted_v_output_error,row_top4_permuted_v_output_error,union_permuted_v_output_error,sink2_orthogonalized_v_output_error,local1_orthogonalized_v_output_error,row_top4_orthogonalized_v_output_error,union_orthogonalized_v_output_error
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,2,0,8x8,qwen:v0:f0:l8:h2,3.846069097518921,0.20467983186244965,0.09375,0.29594898223876953,0.09065564721822739,0.163192480802536,0.23213264346122742,"15,45","15,45,29,50",0.15591830015182495,0.38612625002861023,0.09402536600828171,0.17061661183834076,0.24954953789710999,13.62527847290039,0.2128949761390686,3.3340954780578613,2.0820679664611816,2.2575249671936035,1.426050066947937,0.7396701574325562,0.4820937216281891,0.830102264881134,0.8978443145751953,1.630354881286621,1.032456874847412,1.2437589168548584,0.7928197979927063,0.3554416000843048,0.19130180776119232,0.44815486669540405,0.4892435669898987,0.3291180431842804,0.23604907095432281,0.398337721824646,0.46208396553993225,12.936091423034668,34.01485824584961,3.4657862186431885,2.3016762733459473,2.5028116703033447,1.5891480445861816,1.1504442691802979,0.7930110692977905,0.7371240854263306,0.48368147015571594,3.3340954780578613,2.0820682048797607,2.2575244903564453,1.426049828529358
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,3,0,8x8,qwen:v0:f0:l8:h3,3.748967170715332,0.3055095076560974,0.140625,0.3711378574371338,0.06798810511827469,0.11906623840332031,0.21449065208435059,"15,43","15,43,8,45",0.19803202152252197,0.44880086183547974,0.09385354071855545,0.16356222331523895,0.2618573009967804,15.718123435974121,0.24559567868709564,3.4652884006500244,1.9471192359924316,2.0177416801452637,1.2272940874099731,0.6010659337043762,0.6708633899688721,0.8370048999786377,0.9274371266365051,1.3324625492095947,1.1891040802001953,1.1556848287582397,0.7068349719047546,0.1915111541748047,0.33030277490615845,0.46905508637428284,0.5424413681030273,0.1861213594675064,0.36139175295829773,0.4425313174724579,0.5305827856063843,11.61421012878418,33.50879669189453,3.599482297897339,1.9814661741256714,2.086209535598755,1.2717031240463257,1.312806487083435,0.8101989030838013,0.8558841347694397,0.5088981986045837,3.4652886390686035,1.947119116783142,2.0177416801452637,1.2272939682006836
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,0,1,8x8,qwen:v0:f1:l8:h0,3.423959255218506,0.24757598340511322,0.5,0.28188514709472656,0.07326167076826096,0.11682911217212677,0.17341755330562592,"15,45","15,45,1,38",0.28598517179489136,0.5453358292579651,0.15161442756652832,0.24240520596504211,0.36346572637557983,33.65937423706055,0.525927722454071,2.7774498462677,1.6871858835220337,1.4894458055496216,0.9327197074890137,0.4985544681549072,0.7651276588439941,0.9178937673568726,1.0093133449554443,1.7095422744750977,0.9515400528907776,0.8490796685218811,0.5547716617584229,0.28499048948287964,0.42675918340682983,0.5343899130821228,0.6022921204566956,0.22099359333515167,0.4947260618209839,0.5766481161117554,0.6508255004882812,11.949737548828125,28.379640579223633,2.8664710521698,1.62090003490448,1.45271897315979,0.9101405739784241,1.2884639501571655,0.880376398563385,0.7523490786552429,0.46586719155311584,2.7774503231048584,1.6871860027313232,1.4894459247589111,0.9327196478843689
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,1,1,8x8,qwen:v0:f1:l8:h1,1.327778935432434,0.4802902638912201,0.765625,0.32774877548217773,0.14628762006759644,0.1859176903963089,0.22950010001659393,"15,45","15,45,25,13",0.21350440382957458,0.8518425226211548,0.5965591669082642,0.7503049373626709,0.8944650292396545,49.57350158691406,0.7745859622955322,1.4049218893051147,1.3608145713806152,0.14257308840751648,0.10037476569414139,0.5215896368026733,0.469529390335083,1.1642957925796509,1.2182031869888306,1.0998965501785278,1.158565878868103,0.11972362548112869,0.08656495064496994,0.35104668140411377,0.32889074087142944,0.9282864332199097,0.963096022605896,0.23206393420696259,0.3364597260951996,0.9622793197631836,0.9714529514312744,19.168067932128906,27.555233001708984,1.4014389514923096,1.3294367790222168,0.1397619992494583,0.0983656644821167,1.1447100639343262,1.2721761465072632,0.11712335795164108,0.08198507130146027,1.4049220085144043,1.3608146905899048,0.14257308840751648,0.10037476569414139
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,2,1,8x8,qwen:v0:f1:l8:h2,3.795914888381958,0.1834106594324112,0.09375,0.3378028869628906,0.10298877954483032,0.1633957028388977,0.2475249320268631,"15,45","15,45,31,41",0.16336095333099365,0.40371206402778625,0.11111651360988617,0.18132470548152924,0.27135729789733887,13.057820320129395,0.2040284425020218,3.232200860977173,2.0361735820770264,2.1024889945983887,1.3636115789413452,0.7249301671981812,0.5007986426353455,0.8554641604423523,0.9187868237495422,1.5657968521118164,1.1156044006347656,1.206276297569275,0.7997531890869141,0.3367514908313751,0.25756359100341797,0.48708459734916687,0.5340560674667358,0.322039395570755,0.29062601923942566,0.4378085732460022,0.5063320994377136,13.81612777709961,35.502044677734375,3.2282721996307373,1.991115927696228,2.1161341667175293,1.3715757131576538,1.2225791215896606,0.8574628233909607,0.8371919393539429,0.5450246930122375,3.2322003841400146,2.0361738204956055,2.1024889945983887,1.3636116981506348
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,3,1,8x8,qwen:v0:f1:l8:h3,3.679703712463379,0.2833990752696991,0.140625,0.3891313076019287,0.07413536310195923,0.1200295016169548,0.20684465765953064,"15,20","15,20,35,45",0.20608577132225037,0.467634379863739,0.10703110694885254,0.1783691942691803,0.27746203541755676,14.673802375793457,0.22927816212177277,3.4287807941436768,1.873416781425476,1.9223525524139404,1.1634594202041626,0.6242180466651917,0.6498481631278992,0.8484684824943542,0.9433152079582214,1.6458007097244263,1.203213095664978,1.3023884296417236,0.7729261517524719,0.2308236062526703,0.3849869668483734,0.5406526923179626,0.6217063069343567,0.21764083206653595,0.409333199262619,0.5062280297279358,0.5918217897415161,11.59670352935791,33.564048767089844,3.0834078788757324,1.7025874853134155,1.667415976524353,1.0304006338119507,1.687180519104004,1.0200918912887573,1.0565606355667114,0.6228539943695068,3.4287800788879395,1.873416781425476,1.9223530292510986,1.1634595394134521
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,0,0,8x8,qwen:v0:f0:l16:h0,2.2030436992645264,0.8055865168571472,0.375,0.5607064962387085,0.19210970401763916,0.3382783532142639,0.41210314631462097,"15,45","15,45,60,6",0.2807966470718384,0.5425833463668823,0.36772620677948,0.5381072759628296,0.7120615839958191,27.950498580932617,0.43672654032707214,1.2900222539901733,1.3727022409439087,0.4099273085594177,0.3084668815135956,0.650481104850769,0.6677385568618774,1.1102302074432373,1.1368674039840698,0.9813587665557861,1.0273844003677368,0.26821863651275635,0.19761422276496887,0.44120126962661743,0.4695938229560852,0.8398286700248718,0.871710479259491,0.1430080384016037,0.5257115364074707,0.861003577709198,0.8823872804641724,22.019792556762695,37.52706527709961,1.344687581062317,1.2822890281677246,0.41482436656951904,0.3130074143409729,0.9884841442108154,1.026497483253479,0.314162939786911,0.23896946012973785,1.2900224924087524,1.3727022409439087,0.4099274277687073,0.3084668815135956
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,1,0,8x8,qwen:v0:f0:l16:h1,2.077866554260254,0.2967306077480316,0.03125,0.7479239702224731,0.3681267499923706,0.6776329278945923,0.7141756415367126,"15,45","15,45,44,30",0.20102065801620483,0.4533455967903137,0.36824265122413635,0.678803026676178,0.7853610515594482,10.38902473449707,0.16232851147651672,0.5288605093955994,1.3659965991973877,0.29728662967681885,0.22198814153671265,1.0545406341552734,0.5012908577919006,1.063703179359436,1.0754926204681396,1.048419713973999,2.474226713180542,0.5615324974060059,0.4183110296726227,2.1230502128601074,0.43696096539497375,1.999610185623169,2.0059192180633545,0.8407334089279175,0.4726945757865906,0.8913713097572327,0.9099416136741638,9.54166030883789,39.12360763549805,0.5387662053108215,1.457111120223999,0.3092213571071625,0.23042230308055878,0.3769892454147339,0.9367585182189941,0.2141185700893402,0.15743885934352875,0.5288605093955994,1.3659963607788086,0.29728659987449646,0.22198809683322906
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,2,0,8x8,qwen:v0:f0:l16:h2,2.942725658416748,0.5461388826370239,0.078125,0.6491633653640747,0.1886199563741684,0.33438900113105774,0.5029847025871277,"15,45","15,45,29,1",0.1384749561548233,0.40796706080436707,0.2442638874053955,0.40596264600753784,0.5373668074607849,8.168901443481445,0.12763908505439758,1.5302305221557617,1.559135913848877,0.8144930601119995,0.571928858757019,0.8625326752662659,0.42549240589141846,1.010060429573059,1.0401726961135864,0.8993656635284424,0.9166521430015564,0.513472855091095,0.34836310148239136,0.4908592998981476,0.16758275032043457,0.6063315272331238,0.6244633197784424,0.2610642611980438,0.20832768082618713,0.5831567645072937,0.6399025917053223,24.913705825805664,50.091983795166016,1.6388036012649536,1.6323444843292236,0.813783586025238,0.5742273330688477,0.9584110975265503,0.8345302939414978,0.475080668926239,0.3370387554168701,1.5302304029464722,1.559136152267456,0.8144932985305786,0.5719290375709534
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,3,0,8x8,qwen:v0:f0:l16:h3,2.566692590713501,0.33352339267730713,0.046875,0.7161505222320557,0.2853068709373474,0.5126005411148071,0.5875667333602905,"15,45","15,45,42,62",0.21258892118930817,0.45432475209236145,0.2917281985282898,0.5211588740348816,0.657433271408081,11.915679931640625,0.18618249893188477,0.9604902267456055,1.5014673471450806,0.5436462163925171,0.42154037952423096,0.9933359026908875,0.5548619031906128,1.0433777570724487,1.0684704780578613,0.968550980091095,1.5835667848587036,0.4967709481716156,0.3902890980243683,0.9742307066917419,0.438721626996994,0.9560455083847046,1.0031232833862305,0.3638741374015808,0.497199147939682,0.6540665030479431,0.7125489711761475,12.945273399353027,40.377723693847656,0.9126321077346802,1.416700839996338,0.53858482837677,0.41728436946868896,0.5564208030700684,0.9268355965614319,0.32234323024749756,0.25462424755096436,0.9604902863502502,1.5014675855636597,0.5436462163925171,0.42154040932655334
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,0,1,8x8,qwen:v0:f1:l16:h0,2.0902953147888184,0.7936283349990845,0.28125,0.6214579343795776,0.267500638961792,0.4334738552570343,0.5055583715438843,"15,45","15,45,31,58",0.20495355129241943,0.4766393303871155,0.4122966527938843,0.6074938178062439,0.7482783198356628,25.704269409179688,0.4016292095184326,1.1205464601516724,1.4552356004714966,0.35618776082992554,0.2642492353916168,0.779530942440033,0.475045382976532,1.1007670164108276,1.1150884628295898,0.952114462852478,1.2685693502426147,0.25194787979125977,0.18480756878852844,0.5111834406852722,0.3022320568561554,0.9631437063217163,0.956750750541687,0.17778193950653076,0.3339442312717438,0.8989993333816528,0.9147831797599792,21.59200668334961,39.16307067871094,1.0992274284362793,1.3930208683013916,0.34486016631126404,0.25656455755233765,0.8874891996383667,1.1621100902557373,0.2701287567615509,0.1996639519929886,1.1205464601516724,1.4552356004714966,0.35618776082992554,0.264249324798584
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,1,1,8x8,qwen:v0:f1:l16:h1,2.1892991065979004,0.3330257534980774,0.015625,0.7268388271331787,0.38798215985298157,0.6392640471458435,0.6735804677009583,"15,45","15,45,38,54",0.19728021323680878,0.45199164748191833,0.3879821002483368,0.6407651305198669,0.757112979888916,11.984535217285156,0.18725836277008057,0.6096441149711609,1.4130405187606812,0.34810975193977356,0.2745208740234375,1.053510069847107,0.5040133595466614,1.0571370124816895,1.074690341949463,1.0604970455169678,2.391977548599243,0.5960460305213928,0.4642771780490875,1.8488905429840088,0.4078804850578308,1.8131418228149414,1.827552080154419,0.8026378750801086,0.4376048147678375,0.8604741096496582,0.879631757736206,9.198134422302246,37.40791320800781,0.5864232182502747,1.3992359638214111,0.3463767468929291,0.270626962184906,0.40657275915145874,1.0111196041107178,0.23312516510486603,0.1854841411113739,0.6096440553665161,1.4130403995513916,0.348109632730484,0.27452072501182556
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,2,1,8x8,qwen:v0:f1:l16:h2,3.024718999862671,0.5094181895256042,0.109375,0.6451801061630249,0.1578446477651596,0.30638718605041504,0.4624311923980713,"15,31","15,31,45,54",0.168562650680542,0.4404870271682739,0.23012536764144897,0.35202980041503906,0.49629533290863037,8.40786075592041,0.1313728243112564,1.7193987369537354,1.6113606691360474,0.918197751045227,0.6446112394332886,0.9222062826156616,0.5518494248390198,0.9974627494812012,1.0344113111495972,0.9248732328414917,0.8659809231758118,0.5517823696136475,0.378845751285553,0.4044993817806244,0.26033657789230347,0.5770471692085266,0.5967336893081665,0.5118881464004517,0.33816468715667725,0.6660548448562622,0.715424120426178,24.96540641784668,46.279544830322266,1.8298087120056152,1.5113569498062134,0.8862790465354919,0.6320796608924866,0.9522249698638916,0.9463425874710083,0.4690432548522949,0.3363214135169983,1.7193979024887085,1.6113605499267578,0.9181976318359375,0.644611120223999
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,3,1,8x8,qwen:v0:f1:l16:h3,2.3020849227905273,0.4051503837108612,0.046875,0.7300547361373901,0.3761580288410187,0.589153528213501,0.6612030863761902,"15,45","15,45,11,51",0.1978493630886078,0.44724801182746887,0.39451947808265686,0.6142313480377197,0.7204510569572449,10.35427474975586,0.1617855429649353,0.7535966634750366,1.3805197477340698,0.4076763987541199,0.3220665156841278,0.9975600838661194,0.5179944634437561,1.0481013059616089,1.064633846282959,0.9692577123641968,1.9271055459976196,0.5077547430992126,0.406395822763443,1.2927370071411133,0.5872259736061096,1.4062081575393677,1.4302014112472534,0.46664369106292725,0.5996987223625183,0.796382486820221,0.8225167989730835,11.70143985748291,40.64276885986328,0.6972764730453491,1.2951682806015015,0.38957497477531433,0.30708426237106323,0.6303508877754211,1.0265060663223267,0.32702523469924927,0.2563535273075104,0.7535964846611023,1.3805192708969116,0.40767619013786316,0.3220664858818054
