sample_id,method,teacher_index,answer_index,approximate_index,minimum_margin,feature_relative_l2,candidate_kl,maximum_normalized_adverse_shift,prediction_match,harmful,beneficial
vsi_question_5065,source_pca_r456,0,2,0,0.0,0.15038393437862396,0.001942664384841919,1.0,1,0,0
vsi_question_5065,target_pca_r456,0,2,0,0.0,0.15225228667259216,0.0013396283611655235,0.5,1,0,0
vsi_question_5065,vsi_pca_train96_r456,0,2,0,0.0,0.13344067335128784,0.0013396283611655235,0.5,1,0,0
vsi_question_5065,pooled3_pca_r456,0,2,0,0.0,0.13835768401622772,0.0013396283611655235,0.5,1,0,0
vsi_question_5065,cmrq_risk_atoms32_r456,0,2,0,0.0,0.14300110936164856,0.0,0.0,1,0,0
vsi_question_5065,feature_only_null_atoms32_r456,0,2,0,0.0,0.1379697620868683,0.001521422527730465,0.0,1,0,0
vsi_question_5065,random_null_atoms32_r456,0,2,0,0.0,0.14313632249832153,0.0013396283611655235,0.5,1,0,0
vsi_question_5065,permuted_risk_null_atoms32_r456,0,2,0,0.0,0.14311587810516357,0.001942664384841919,1.0,1,0,0
vsi_question_5065,cmrq_mix_g32_w0p03_r456,0,2,0,0.0,0.1428956538438797,0.001942664384841919,1.0,1,0,0
vsi_question_5065,permuted_mix_g32_w0p03_r456,0,2,0,0.0,0.14305837452411652,0.0,0.0,1,0,0
vsi_question_5065,cmrq_mix_g32_w0p1_r456,0,2,0,0.0,0.14298509061336517,0.0013396283611655235,0.5,1,0,0
vsi_question_5065,permuted_mix_g32_w0p1_r456,0,2,0,0.0,0.14310581982135773,0.001942664384841919,1.0,1,0,0
vsi_question_5065,cmrq_mix_g32_w0p3_r456,0,2,0,0.0,0.14299681782722473,0.001521422527730465,0.0,1,0,0
vsi_question_5065,permuted_mix_g32_w0p3_r456,0,2,0,0.0,0.14311283826828003,0.001942664384841919,1.0,1,0,0
vsi_question_5065,cmrq_mix_g32_w1p0_r456,0,2,0,0.0,0.14299993216991425,0.001942664384841919,1.0,1,0,0
vsi_question_5065,permuted_mix_g32_w1p0_r456,0,2,0,0.0,0.1431150883436203,0.001942664384841919,1.0,1,0,0
vsi_question_5065,cmrq_mix_g32_w3p0_r456,0,2,0,0.0,0.14300085604190826,0.0,0.0,1,0,0
vsi_question_5065,permuted_mix_g32_w3p0_r456,0,2,0,0.0,0.14311562478542328,0.0013396283611655235,0.5,1,0,0
