split,cell,method,density,family,generators,aggregate_output_relative_l2,worst_record_output_relative_l2,subspace_overlap_mean,dynamic_scalars,extra_work_ratio,requested_gate_pass,anti_tautology_gate_pass
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,adaptive,0,0.002653194907863095,0.009928288380893808,1.0,2048,0.0014652014652014652,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,16,0.003966616951169956,0.016823432234048308,0.8213649158493952,1024,0.0006715506715506716,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,16,0.0042001272697123745,0.01771888406122174,0.813491414835822,5104,0.0028693528693528696,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,frozen,0,0.004592630089537613,0.01826001514282554,0.802562569119205,0,0.0004884004884004884,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,full_procrustes,128,0.002653194907863095,0.009928288380893808,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,8,0.004591319285075655,0.01826001514282554,0.8026622849387831,24,0.0004898313492063492,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,16,0.0026531949078609867,0.009928288380893808,1.0,2048,0.0007326007326007326,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,16,0.004017824583369927,0.016869927305190453,0.819539973541615,896,0.0017094017094017094,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,adaptive,0,0.0009857616290537606,0.004008543329691168,1.0,2048,0.0014652014652014652,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,16,0.0015053634303740944,0.00663069946650442,0.8229616202276219,1024,0.0006715506715506716,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,16,0.0015692133084695492,0.006881971102710025,0.8159112852901973,5104,0.0028693528693528696,True,False
